,output_testInput,output_MR,MR_checker
1146,-52,-156,Violated
1147,-11,-33,Not-violated
1148,-51,-153,Not-violated
1149,-60,-180,Violated
1150,-13,-39,Not-violated
1151,-5,-15,Not-violated
1152,44,132,Not-violated
1153,-60,-180,Violated
1154,-25,-75,Not-violated
1155,29,87,Not-violated
1156,11,33,Not-violated
1157,6,18,Violated
1158,21,63,Not-violated
1159,-9,-27,Not-violated
1160,0,0,Not-violated
1161,35,105,Not-violated
1162,-40,-120,Violated
1163,3,9,Not-violated
1164,12,36,Violated
1165,15,45,Not-violated
1166,3,9,Violated
1167,20,60,Not-violated
1168,-17,-51,Violated
1169,-21,-63,Not-violated
1170,-62,-186,Violated
1171,18,54,Violated
1172,-43,-129,Violated
1173,-33,-99,Violated
1174,2,6,Violated
1175,2,6,Violated
1176,4,12,Not-violated
1177,25,75,Violated
1178,5,15,Violated
1179,0,0,Not-violated
1180,-21,-63,Violated
1181,32,96,Not-violated
1182,49,147,Not-violated
1183,31,93,Not-violated
1184,45,135,Violated
1185,-49,-147,Violated
1186,-34,-102,Not-violated
1187,22,66,Not-violated
1188,9,27,Not-violated
1189,-10,-30,Not-violated
1190,-27,-81,Violated
1191,-5,-15,Not-violated
1192,-3,-9,Not-violated
1193,-58,-174,Not-violated
1194,88,264,Not-violated
1195,70,210,Not-violated
1196,2,6,Violated
1197,-17,-51,Not-violated
1198,18,54,Not-violated
1199,-24,-72,Violated
1200,-12,-36,Not-violated
1201,-38,-114,Violated
1202,7,21,Not-violated
1203,-90,-270,Violated
1204,-37,-111,Not-violated
1205,-12,-36,Violated
1206,41,123,Not-violated
1207,-27,-81,Violated
1208,-4,-12,Not-violated
1209,-1,-3,Not-violated
1210,-13,-39,Not-violated
1211,24,72,Not-violated
1212,-17,-51,Not-violated
1213,26,78,Not-violated
1214,-21,-63,Violated
1215,31,93,Not-violated
1216,5,15,Not-violated
1217,5,15,Not-violated
1218,60,180,Not-violated
1219,-34,-102,Not-violated
1220,-21,-63,Violated
1221,32,96,Not-violated
1222,32,96,Not-violated
1223,-16,-48,Not-violated
1224,8,24,Not-violated
1225,17,51,Not-violated
1226,8,24,Violated
1227,20,60,Violated
1228,-25,-75,Violated
1229,-19,-57,Violated
1230,75,225,Not-violated
1231,-51,-153,Violated
1232,17,51,Violated
1233,38,114,Violated
1234,-5,-15,Violated
1235,12,36,Violated
1236,15,45,Violated
1237,6,18,Not-violated
1238,38,114,Violated
1239,6,18,Violated
1240,-15,-45,Violated
1241,-22,-66,Not-violated
1242,-18,-54,Violated
1243,2,6,Not-violated
1244,41,123,Not-violated
1245,5,15,Not-violated
1246,-27,-81,Violated
1247,4,12,Not-violated
1248,-21,-63,Violated
1249,27,81,Violated
1250,-2,-6,Violated
1251,31,93,Not-violated
1252,23,69,Not-violated
1253,-13,-39,Violated
1254,-9,-27,Not-violated
1255,-48,-144,Not-violated
1256,-14,-42,Violated
1257,1,3,Not-violated
1258,-28,-84,Violated
1259,-27,-81,Violated
1260,-13,-39,Violated
1261,-40,-120,Not-violated
1262,46,138,Not-violated
1263,40,120,Not-violated
1264,0,0,Violated
1265,24,72,Not-violated
1266,13,39,Not-violated
1267,-2,-6,Violated
1268,-71,-213,Not-violated
1269,-37,-111,Violated
1270,-10,-30,Violated
1271,68,204,Not-violated
1272,-23,-69,Not-violated
1273,-35,-105,Not-violated
1274,23,69,Not-violated
1275,3,9,Not-violated
1276,-21,-63,Not-violated
1277,2,6,Not-violated
1278,-78,-234,Not-violated
1279,-62,-186,Not-violated
1280,-34,-102,Not-violated
1281,40,120,Not-violated
1282,27,81,Not-violated
1283,45,135,Not-violated
1284,-34,-102,Not-violated
1285,23,69,Violated
1286,-21,-63,Violated
1287,42,126,Not-violated
1288,-28,-84,Not-violated
1289,35,105,Violated
1290,1,3,Not-violated
1291,16,48,Not-violated
1292,-35,-105,Violated
1293,-44,-132,Violated
1294,39,117,Not-violated
1295,14,42,Violated
1296,25,75,Violated
1297,21,63,Not-violated
1298,12,36,Violated
1299,30,90,Not-violated
1300,-4,-12,Not-violated
1301,-22,-66,Violated
1302,52,156,Not-violated
1303,-40,-120,Not-violated
1304,8,24,Not-violated
1305,21,63,Not-violated
1306,7,21,Violated
1307,-14,-42,Not-violated
1308,31,93,Violated
1309,-66,-198,Violated
1310,-2,-6,Violated
1311,-43,-129,Violated
1312,-11,-33,Violated
1313,-7,-21,Violated
1314,-2,-6,Violated
1315,49,147,Not-violated
1316,3,9,Not-violated
1317,7,21,Not-violated
1318,-22,-66,Violated
1319,15,45,Not-violated
1320,-31,-93,Not-violated
1321,-33,-99,Violated
1322,-8,-24,Violated
1323,2,6,Violated
1324,-34,-102,Not-violated
1325,10,30,Violated
1326,-66,-198,Not-violated
1327,17,51,Not-violated
1328,-22,-66,Violated
1329,28,84,Not-violated
1330,-17,-51,Violated
1331,-27,-81,Violated
1332,33,99,Not-violated
1333,36,108,Not-violated
1334,-11,-33,Violated
1335,-41,-123,Violated
1336,-2,-6,Violated
1337,13,39,Not-violated
1338,-32,-96,Not-violated
1339,-18,-54,Not-violated
1340,39,117,Not-violated
1341,-27,-81,Violated
1342,47,141,Not-violated
1343,-33,-99,Violated
1344,-10,-30,Violated
1345,-55,-165,Violated
1346,-12,-36,Not-violated
1347,-7,-21,Violated
1348,17,51,Violated
1349,11,33,Violated
1350,26,78,Not-violated
1351,9,27,Not-violated
1352,-86,-258,Not-violated
1353,11,33,Violated
1354,32,96,Not-violated
1355,5,15,Violated
1356,9,27,Not-violated
1357,30,90,Not-violated
1358,-61,-183,Violated
1359,-28,-84,Violated
1360,14,42,Not-violated
1361,-12,-36,Violated
1362,-46,-138,Violated
1363,0,0,Violated
1364,-4,-12,Violated
1365,37,111,Not-violated
1366,11,33,Not-violated
1367,-16,-48,Violated
1368,-76,-228,Violated
1369,20,60,Violated
1370,-3,-9,Not-violated
1371,-38,-114,Violated
1372,34,102,Not-violated
1373,-79,-237,Violated
1374,3,9,Not-violated
1375,38,114,Not-violated
1376,-29,-87,Violated
1377,16,48,Not-violated
1378,20,60,Not-violated
1379,-37,-111,Violated
1380,-42,-126,Not-violated
1381,-22,-66,Violated
1382,-53,-159,Violated
1383,-54,-162,Violated
1384,15,45,Not-violated
1385,-62,-186,Violated
1386,15,45,Not-violated
1387,-48,-144,Violated
1388,-9,-27,Not-violated
1389,-21,-63,Not-violated
1390,-29,-87,Not-violated
1391,-19,-57,Violated
1392,-23,-69,Violated
1393,9,27,Not-violated
1394,-8,-24,Not-violated
1395,-3,-9,Not-violated
1396,-11,-33,Not-violated
1397,-7,-21,Violated
1398,10,30,Violated
1399,57,171,Not-violated
1400,45,135,Not-violated
1401,-25,-75,Not-violated
1402,-12,-36,Violated
1403,26,78,Not-violated
1404,-34,-102,Not-violated
1405,12,36,Not-violated
1406,4,12,Violated
1407,-16,-48,Violated
1408,-32,-96,Violated
1409,11,33,Not-violated
1410,-12,-36,Not-violated
1411,-9,-27,Not-violated
1412,-17,-51,Violated
1413,35,105,Not-violated
1414,9,27,Not-violated
1415,2,6,Not-violated
1416,-22,-66,Violated
1417,-11,-33,Violated
1418,-34,-102,Violated
1419,15,45,Not-violated
1420,-40,-120,Violated
1421,-9,-27,Not-violated
1422,18,54,Not-violated
1423,-35,-105,Not-violated
1424,27,81,Not-violated
1425,-38,-114,Not-violated
1426,22,66,Not-violated
1427,17,51,Not-violated
1428,44,132,Not-violated
1429,-28,-84,Not-violated
1430,-72,-216,Violated
1431,7,21,Not-violated
1432,-25,-75,Not-violated
1433,-12,-36,Not-violated
1434,-11,-33,Violated
1435,-36,-108,Not-violated
1436,37,111,Not-violated
1437,-26,-78,Violated
1438,41,123,Violated
1439,-24,-72,Violated
1440,31,93,Not-violated
1441,5,15,Violated
1442,-56,-168,Violated
1443,-34,-102,Not-violated
1444,-62,-186,Violated
1445,8,24,Not-violated
1446,-20,-60,Not-violated
1447,26,78,Not-violated
1448,-26,-78,Violated
1449,12,36,Violated
1450,-45,-135,Violated
1451,-68,-204,Violated
1452,0,0,Violated
1453,-64,-192,Violated
1454,-39,-117,Not-violated
1455,2,6,Violated
1456,-40,-120,Not-violated
1457,-2,-6,Not-violated
1458,26,78,Not-violated
1459,33,99,Not-violated
1460,15,45,Not-violated
1461,41,123,Not-violated
1462,8,24,Not-violated
1463,-64,-192,Violated
1464,-44,-132,Violated
1465,-30,-90,Violated
1466,-25,-75,Violated
1467,19,57,Violated
1468,-19,-57,Not-violated
1469,-3,-9,Not-violated
1470,-19,-57,Not-violated
1471,-14,-42,Violated
1472,19,57,Not-violated
1473,86,258,Not-violated
1474,45,135,Not-violated
1475,26,78,Not-violated
1476,-13,-39,Not-violated
1477,12,36,Not-violated
1478,-29,-87,Violated
1479,8,24,Violated
1480,46,138,Not-violated
1481,-24,-72,Not-violated
1482,-16,-48,Violated
1483,2,6,Violated
1484,38,114,Not-violated
1485,-43,-129,Violated
1486,-42,-126,Violated
1487,-61,-183,Violated
1488,-43,-129,Violated
1489,-14,-42,Violated
1490,31,93,Not-violated
1491,-9,-27,Not-violated
1492,-59,-177,Not-violated
1493,9,27,Not-violated
1494,10,30,Not-violated
1495,10,30,Violated
1496,28,84,Violated
1497,-23,-69,Violated
1498,-12,-36,Not-violated
1499,-48,-144,Violated
1500,-37,-111,Violated
1501,74,222,Not-violated
1502,42,126,Not-violated
1503,-15,-45,Not-violated
1504,33,99,Not-violated
1505,-17,-51,Not-violated
1506,-1,-3,Not-violated
1507,27,81,Not-violated
1508,-20,-60,Violated
1509,-118,-354,Violated
1510,80,240,Not-violated
1511,-57,-171,Violated
1512,1,3,Not-violated
1513,-49,-147,Violated
1514,-41,-123,Not-violated
1515,58,174,Violated
1516,-53,-159,Not-violated
1517,-2,-6,Not-violated
1518,-36,-108,Violated
1519,-29,-87,Not-violated
1520,36,108,Not-violated
1521,39,117,Not-violated
1522,10,30,Not-violated
1523,34,102,Not-violated
1524,-9,-27,Not-violated
1525,45,135,Not-violated
1526,-102,-306,Not-violated
1527,-18,-54,Not-violated
1528,-16,-48,Violated
1529,-92,-276,Not-violated
1530,-14,-42,Violated
1531,-47,-141,Violated
1532,-14,-42,Violated
1533,-7,-21,Violated
1534,-20,-60,Not-violated
1535,-41,-123,Not-violated
1536,-31,-93,Violated
1537,10,30,Not-violated
1538,-36,-108,Violated
1539,-8,-24,Not-violated
1540,-24,-72,Violated
1541,-39,-117,Violated
1542,9,27,Not-violated
1543,-5,-15,Not-violated
1544,5,15,Violated
1545,-5,-15,Violated
1546,-27,-81,Violated
1547,0,0,Not-violated
1548,-26,-78,Not-violated
1549,7,21,Violated
1550,12,36,Not-violated
1551,42,126,Not-violated
1552,-40,-120,Violated
1553,-1,-3,Violated
1554,18,54,Not-violated
1555,-16,-48,Not-violated
1556,-18,-54,Violated
1557,-10,-30,Not-violated
1558,26,78,Not-violated
1559,4,12,Not-violated
1560,-38,-114,Violated
1561,9,27,Not-violated
1562,24,72,Not-violated
1563,60,180,Not-violated
1564,21,63,Not-violated
1565,-23,-69,Not-violated
1566,-15,-45,Violated
1567,26,78,Violated
1568,-27,-81,Violated
1569,-34,-102,Not-violated
1570,-56,-168,Violated
1571,1,3,Violated
1572,21,63,Not-violated
1573,40,120,Not-violated
1574,-49,-147,Violated
1575,-39,-117,Violated
1576,38,114,Not-violated
1577,17,51,Not-violated
1578,1,3,Not-violated
1579,71,213,Not-violated
1580,-20,-60,Not-violated
1581,-18,-54,Violated
1582,39,117,Violated
1583,21,63,Not-violated
1584,0,0,Violated
1585,31,93,Not-violated
1586,14,42,Not-violated
1587,-61,-183,Not-violated
1588,-69,-207,Violated
1589,-1,-3,Violated
1590,-9,-27,Violated
1591,-50,-150,Violated
1592,13,39,Not-violated
1593,18,54,Violated
1594,4,12,Violated
1595,-22,-66,Violated
1596,14,42,Not-violated
1597,-4,-12,Not-violated
1598,18,54,Violated
1599,-37,-111,Not-violated
1600,-11,-33,Not-violated
1601,40,120,Not-violated
1602,11,33,Violated
1603,27,81,Violated
1604,-37,-111,Violated
1605,31,93,Not-violated
1606,-40,-120,Violated
1607,-91,-273,Violated
1608,-37,-111,Not-violated
1609,31,93,Not-violated
1610,-38,-114,Violated
1611,-38,-114,Violated
1612,-35,-105,Violated
1613,-52,-156,Not-violated
1614,-2,-6,Violated
1615,-42,-126,Violated
1616,-5,-15,Not-violated
1617,45,135,Not-violated
1618,-17,-51,Violated
1619,4,12,Violated
1620,42,126,Violated
1621,-17,-51,Violated
1622,-29,-87,Violated
1623,-10,-30,Violated
1624,-4,-12,Violated
1625,62,186,Not-violated
1626,6,18,Not-violated
1627,87,261,Violated
1628,-34,-102,Violated
1629,1,3,Not-violated
1630,-27,-81,Not-violated
1631,4,12,Not-violated
1632,-33,-99,Violated
1633,41,123,Not-violated
1634,14,42,Not-violated
1635,-8,-24,Violated
1636,3,9,Violated
1637,8,24,Not-violated
1638,9,27,Not-violated
1639,-2,-6,Not-violated
1640,-11,-33,Not-violated
1641,-22,-66,Not-violated
1642,24,72,Not-violated
1643,-21,-63,Violated
1644,-43,-129,Not-violated
1645,-7,-21,Violated
1646,16,48,Violated
1647,-35,-105,Violated
1648,-33,-99,Violated
1649,11,33,Violated
1650,3,9,Not-violated
1651,46,138,Not-violated
1652,0,0,Not-violated
1653,1,3,Not-violated
1654,5,15,Violated
1655,-7,-21,Not-violated
1656,-31,-93,Violated
1657,-46,-138,Not-violated
1658,18,54,Not-violated
1659,11,33,Not-violated
1660,24,72,Not-violated
1661,-15,-45,Not-violated
1662,36,108,Violated
1663,-56,-168,Violated
1664,49,147,Not-violated
1665,1,3,Violated
1666,-27,-81,Violated
1667,21,63,Not-violated
1668,-21,-63,Not-violated
1669,-8,-24,Violated
1670,3,9,Not-violated
1671,-10,-30,Violated
1672,-59,-177,Not-violated
1673,33,99,Violated
1674,-40,-120,Not-violated
1675,-26,-78,Violated
1676,-24,-72,Not-violated
1677,-20,-60,Violated
1678,-54,-162,Not-violated
1679,-16,-48,Violated
1680,9,27,Violated
1681,50,150,Not-violated
1682,-73,-219,Violated
1683,-41,-123,Not-violated
1684,-55,-165,Violated
1685,63,189,Not-violated
1686,-45,-135,Violated
1687,-55,-165,Violated
1688,-6,-18,Violated
1689,-32,-96,Violated
1690,5,15,Not-violated
1691,-11,-33,Violated
1692,35,105,Not-violated
1693,-90,-270,Violated
1694,-37,-111,Violated
1695,-16,-48,Violated
1696,20,60,Violated
1697,10,30,Not-violated
1698,-19,-57,Not-violated
1699,2,6,Violated
1700,-25,-75,Not-violated
1701,-12,-36,Violated
1702,119,357,Violated
1703,25,75,Violated
1704,-2,-6,Violated
1705,30,90,Not-violated
1706,14,42,Not-violated
1707,-10,-30,Not-violated
1708,5,15,Not-violated
1709,-87,-261,Violated
1710,5,15,Not-violated
1711,3,9,Not-violated
1712,-19,-57,Not-violated
1713,69,207,Not-violated
1714,14,42,Not-violated
1715,-11,-33,Violated
1716,-29,-87,Violated
1717,80,240,Not-violated
1718,-1,-3,Violated
1719,-26,-78,Violated
1720,36,108,Violated
1721,-49,-147,Violated
1722,-7,-21,Violated
1723,-8,-24,Violated
1724,-5,-15,Violated
1725,11,33,Not-violated
1726,-37,-111,Not-violated
1727,11,33,Violated
1728,-30,-90,Violated
1729,34,102,Not-violated
1730,-89,-267,Not-violated
1731,-8,-24,Violated
1732,63,189,Not-violated
1733,-33,-99,Violated
1734,-42,-126,Not-violated
1735,60,180,Violated
1736,-30,-90,Violated
1737,-3,-9,Violated
1738,-49,-147,Violated
1739,75,225,Violated
1740,32,96,Violated
1741,15,45,Not-violated
1742,-6,-18,Violated
1743,20,60,Not-violated
1744,-28,-84,Violated
1745,30,90,Violated
1746,30,90,Violated
1747,-11,-33,Not-violated
1748,-41,-123,Violated
1749,23,69,Not-violated
1750,-6,-18,Not-violated
1751,9,27,Not-violated
1752,2,6,Not-violated
1753,-7,-21,Not-violated
1754,5,15,Violated
1755,-11,-33,Violated
1756,33,99,Not-violated
1757,5,15,Violated
1758,42,126,Not-violated
1759,-4,-12,Not-violated
1760,8,24,Violated
1761,-46,-138,Violated
1762,-3,-9,Not-violated
1763,-25,-75,Not-violated
1764,-20,-60,Violated
1765,-6,-18,Not-violated
1766,-3,-9,Not-violated
1767,0,0,Not-violated
1768,16,48,Violated
1769,-55,-165,Not-violated
1770,-43,-129,Not-violated
1771,-83,-249,Violated
1772,-32,-96,Not-violated
1773,24,72,Violated
1774,-30,-90,Violated
1775,-15,-45,Not-violated
1776,-58,-174,Not-violated
1777,-31,-93,Violated
1778,108,324,Not-violated
1779,4,12,Violated
1780,-16,-48,Violated
1781,39,117,Not-violated
1782,-30,-90,Not-violated
1783,8,24,Not-violated
1784,-11,-33,Not-violated
1785,-28,-84,Violated
1786,9,27,Not-violated
1787,-13,-39,Violated
1788,-47,-141,Violated
1789,-66,-198,Violated
1790,-14,-42,Violated
1791,20,60,Not-violated
1792,-26,-78,Not-violated
1793,31,93,Not-violated
1794,-23,-69,Violated
1795,-49,-147,Violated
1796,25,75,Not-violated
1797,-11,-33,Not-violated
1798,10,30,Not-violated
1799,-50,-150,Violated
1800,3,9,Violated
1801,7,21,Not-violated
1802,-5,-15,Not-violated
1803,-11,-33,Violated
1804,-2,-6,Violated
1805,-7,-21,Not-violated
1806,30,90,Not-violated
1807,19,57,Violated
1808,30,90,Not-violated
1809,-77,-231,Violated
1810,37,111,Not-violated
1811,19,57,Not-violated
1812,5,15,Not-violated
1813,-38,-114,Not-violated
1814,28,84,Not-violated
1815,22,66,Not-violated
1816,22,66,Not-violated
1817,8,24,Violated
1818,22,66,Violated
1819,-70,-210,Not-violated
1820,-26,-78,Violated
1821,15,45,Violated
1822,-85,-255,Violated
1823,-1,-3,Violated
1824,43,129,Not-violated
1825,-80,-240,Violated
1826,4,12,Not-violated
1827,28,84,Violated
1828,7,21,Violated
1829,-39,-117,Violated
1830,-2,-6,Not-violated
1831,-26,-78,Violated
1832,19,57,Violated
1833,36,108,Not-violated
1834,35,105,Not-violated
1835,-45,-135,Violated
1836,7,21,Violated
1837,-63,-189,Violated
1838,12,36,Violated
1839,15,45,Violated
1840,-19,-57,Violated
1841,-90,-270,Violated
1842,-49,-147,Not-violated
1843,-73,-219,Violated
1844,-27,-81,Violated
1845,-6,-18,Not-violated
1846,-43,-129,Violated
1847,-1,-3,Violated
1848,4,12,Not-violated
1849,3,9,Violated
1850,-16,-48,Violated
1851,-28,-84,Violated
1852,1,3,Violated
1853,-57,-171,Not-violated
1854,-7,-21,Not-violated
1855,-16,-48,Violated
1856,-15,-45,Violated
1857,38,114,Not-violated
1858,45,135,Not-violated
1859,16,48,Violated
1860,38,114,Not-violated
1861,-26,-78,Violated
1862,4,12,Not-violated
1863,-7,-21,Violated
1864,0,0,Violated
1865,20,60,Not-violated
1866,5,15,Not-violated
1867,-94,-282,Violated
1868,-51,-153,Violated
1869,15,45,Not-violated
1870,-10,-30,Violated
1871,-56,-168,Violated
1872,-5,-15,Not-violated
1873,-10,-30,Not-violated
1874,-12,-36,Violated
1875,-20,-60,Violated
1876,-15,-45,Violated
1877,-59,-177,Not-violated
1878,-19,-57,Not-violated
1879,-2,-6,Not-violated
1880,50,150,Not-violated
1881,-5,-15,Not-violated
1882,-20,-60,Not-violated
1883,-1,-3,Violated
1884,-27,-81,Violated
1885,6,18,Violated
1886,-52,-156,Violated
1887,-14,-42,Violated
1888,-5,-15,Not-violated
1889,12,36,Not-violated
1890,-55,-165,Violated
1891,14,42,Violated
1892,-17,-51,Not-violated
1893,4,12,Not-violated
1894,0,0,Not-violated
1895,-3,-9,Not-violated
1896,-28,-84,Violated
1897,-10,-30,Not-violated
1898,-20,-60,Violated
1899,2,6,Violated
1900,41,123,Not-violated
1901,8,24,Not-violated
1902,-15,-45,Not-violated
1903,-29,-87,Not-violated
1904,-63,-189,Violated
1905,19,57,Violated
1906,38,114,Not-violated
1907,32,96,Violated
1908,7,21,Not-violated
1909,-4,-12,Violated
1910,-91,-273,Violated
1911,17,51,Not-violated
1912,9,27,Not-violated
1913,16,48,Not-violated
1914,-26,-78,Violated
1915,1,3,Not-violated
1916,-3,-9,Violated
1917,26,78,Violated
1918,10,30,Not-violated
1919,-23,-69,Not-violated
1920,-41,-123,Not-violated
1921,-4,-12,Not-violated
1922,-58,-174,Not-violated
1923,-12,-36,Violated
1924,24,72,Not-violated
1925,-31,-93,Violated
1926,10,30,Not-violated
1927,38,114,Violated
1928,7,21,Violated
1929,-13,-39,Violated
1930,36,108,Not-violated
1931,-54,-162,Violated
1932,12,36,Violated
1933,1,3,Not-violated
1934,10,30,Violated
1935,-39,-117,Violated
1936,-8,-24,Violated
1937,81,243,Not-violated
1938,-14,-42,Violated
1939,-12,-36,Violated
1940,-37,-111,Violated
1941,4,12,Not-violated
1942,39,117,Not-violated
1943,-60,-180,Violated
1944,-24,-72,Not-violated
1945,8,24,Not-violated
1946,-35,-105,Violated
1947,-27,-81,Not-violated
1948,-58,-174,Violated
1949,-36,-108,Violated
1950,-21,-63,Not-violated
1951,-28,-84,Violated
1952,52,156,Violated
1953,24,72,Not-violated
1954,-71,-213,Violated
1955,10,30,Not-violated
1956,1,3,Not-violated
1957,-11,-33,Violated
1958,-22,-66,Violated
1959,-19,-57,Violated
1960,-35,-105,Violated
1961,66,198,Not-violated
1962,49,147,Violated
1963,38,114,Not-violated
1964,-29,-87,Violated
1965,-24,-72,Violated
1966,-34,-102,Not-violated
1967,9,27,Violated
1968,3,9,Not-violated
1969,48,144,Violated
1970,-19,-57,Violated
1971,73,219,Not-violated
1972,1,3,Violated
1973,3,9,Not-violated
1974,-72,-216,Violated
1975,2,6,Not-violated
1976,9,27,Violated
1977,-19,-57,Not-violated
1978,-49,-147,Violated
1979,-20,-60,Violated
1980,-36,-108,Not-violated
1981,17,51,Violated
1982,48,144,Not-violated
1983,5,15,Violated
1984,-10,-30,Violated
1985,-11,-33,Violated
1986,16,48,Not-violated
1987,-62,-186,Violated
1988,-34,-102,Violated
1989,-14,-42,Violated
1990,22,66,Violated
1991,-40,-120,Violated
1992,-89,-267,Violated
1993,9,27,Not-violated
1994,-43,-129,Violated
1995,-60,-180,Not-violated
